416;1090
339;3016
118;277
483;3777
188;1527
300;3810
790;3277
1227;4638
469;2063
339;2635
208;1721
303;2176
216;612
228;1855
290;2370
304;2284
329;2266
189;3599
271;1273
187;24252
329;1933
1045;3950
338;1085
513;899
198;1574
300;2418
1953;8602
332;858
255;2774
333;2969
476;1599
283;1709
429;3275
336;2919
595;1123
380;1917
