127;234
260;316
91;330
480;1818
1035;3246
115;742
178;975
1797;5108
545;797
569;646
1116;11888
685;1381
1831;13251
638;797
909;6640
1339;14456
142;131
6837;18947
2436;4090
1460;8819
2211;13968
2317;39359
1323;3193
4566;33724
106;62
976;5944
524;1876
712;1993
957;4377
2849;8751
0;35
0;35
589;5704
891;1500
2208;14405
614;907
