theme,mouvement,count
science_progres,lumieres,107
morale_vertu,lumieres,467
melancolie_spleen,romantisme,706
reve_spiritualite,romantisme,783
violence_sociale,naturalisme,255
corps_physiologie,naturalisme,1018
societe_politique,lumieres,210
nature_paysage,romantisme,773
raison_philosophie,lumieres,196
quotidien_objets,naturalisme,875
amour_sentiments,romantisme,1212
travail_misere,naturalisme,436
TOTAL_romantisme,romantisme,3474
TOTAL_naturalisme,naturalisme,2584
TOTAL_lumieres,lumieres,980
