theme,mouvement,count
science_progres,lumieres,195
morale_vertu,lumieres,628
melancolie_spleen,romantisme,531
reve_spiritualite,romantisme,374
violence_sociale,naturalisme,290
corps_physiologie,naturalisme,1162
societe_politique,lumieres,272
nature_paysage,romantisme,730
raison_philosophie,lumieres,416
quotidien_objets,naturalisme,702
amour_sentiments,romantisme,1173
travail_misere,naturalisme,449
TOTAL_romantisme,romantisme,2808
TOTAL_naturalisme,naturalisme,2603
TOTAL_lumieres,lumieres,1511
