theme,mouvement,count
science_progres,lumieres,137
morale_vertu,lumieres,367
melancolie_spleen,romantisme,833
reve_spiritualite,romantisme,360
violence_sociale,naturalisme,361
corps_physiologie,naturalisme,1406
societe_politique,lumieres,195
nature_paysage,romantisme,529
raison_philosophie,lumieres,425
quotidien_objets,naturalisme,1000
amour_sentiments,romantisme,1000
travail_misere,naturalisme,568
TOTAL_romantisme,romantisme,2722
TOTAL_naturalisme,naturalisme,3335
TOTAL_lumieres,lumieres,1124
