theme,mouvement,count
science_progres,lumieres,297
morale_vertu,lumieres,636
melancolie_spleen,romantisme,610
reve_spiritualite,romantisme,683
violence_sociale,naturalisme,267
corps_physiologie,naturalisme,955
societe_politique,lumieres,384
nature_paysage,romantisme,440
raison_philosophie,lumieres,549
quotidien_objets,naturalisme,870
amour_sentiments,romantisme,798
travail_misere,naturalisme,423
TOTAL_romantisme,romantisme,2531
TOTAL_naturalisme,naturalisme,2515
TOTAL_lumieres,lumieres,1866
