theme,mouvement,count
science_progres,lumieres,161
morale_vertu,lumieres,561
melancolie_spleen,romantisme,656
reve_spiritualite,romantisme,262
violence_sociale,naturalisme,262
corps_physiologie,naturalisme,1040
societe_politique,lumieres,247
nature_paysage,romantisme,444
raison_philosophie,lumieres,403
quotidien_objets,naturalisme,1377
amour_sentiments,romantisme,722
travail_misere,naturalisme,538
TOTAL_romantisme,romantisme,2084
TOTAL_naturalisme,naturalisme,3217
TOTAL_lumieres,lumieres,1372
