theme,mouvement,count
science_progres,lumieres,42
morale_vertu,lumieres,139
melancolie_spleen,romantisme,190
reve_spiritualite,romantisme,66
violence_sociale,naturalisme,72
corps_physiologie,naturalisme,368
societe_politique,lumieres,65
nature_paysage,romantisme,162
raison_philosophie,lumieres,61
quotidien_objets,naturalisme,392
amour_sentiments,romantisme,252
travail_misere,naturalisme,173
TOTAL_romantisme,romantisme,670
TOTAL_naturalisme,naturalisme,1005
TOTAL_lumieres,lumieres,307
