theme,mouvement,count
science_progres,lumieres,156
morale_vertu,lumieres,474
melancolie_spleen,romantisme,641
reve_spiritualite,romantisme,428
violence_sociale,naturalisme,216
corps_physiologie,naturalisme,1046
societe_politique,lumieres,241
nature_paysage,romantisme,523
raison_philosophie,lumieres,496
quotidien_objets,naturalisme,687
amour_sentiments,romantisme,1359
travail_misere,naturalisme,420
TOTAL_romantisme,romantisme,2951
TOTAL_naturalisme,naturalisme,2369
TOTAL_lumieres,lumieres,1367
