theme,mouvement,count
science_progres,lumieres,144
morale_vertu,lumieres,375
melancolie_spleen,romantisme,576
reve_spiritualite,romantisme,487
violence_sociale,naturalisme,190
corps_physiologie,naturalisme,803
societe_politique,lumieres,296
nature_paysage,romantisme,554
raison_philosophie,lumieres,316
quotidien_objets,naturalisme,646
amour_sentiments,romantisme,813
travail_misere,naturalisme,374
TOTAL_romantisme,romantisme,2430
TOTAL_naturalisme,naturalisme,2013
TOTAL_lumieres,lumieres,1131
