theme,mouvement,count
science_progres,lumieres,109
morale_vertu,lumieres,444
melancolie_spleen,romantisme,595
reve_spiritualite,romantisme,260
violence_sociale,naturalisme,229
corps_physiologie,naturalisme,1006
societe_politique,lumieres,233
nature_paysage,romantisme,411
raison_philosophie,lumieres,241
quotidien_objets,naturalisme,991
amour_sentiments,romantisme,908
travail_misere,naturalisme,507
TOTAL_romantisme,romantisme,2174
TOTAL_naturalisme,naturalisme,2733
TOTAL_lumieres,lumieres,1027
