theme,mouvement,count
science_progres,lumieres,26
morale_vertu,lumieres,103
melancolie_spleen,romantisme,110
reve_spiritualite,romantisme,47
violence_sociale,naturalisme,36
corps_physiologie,naturalisme,142
societe_politique,lumieres,44
nature_paysage,romantisme,79
raison_philosophie,lumieres,51
quotidien_objets,naturalisme,264
amour_sentiments,romantisme,129
travail_misere,naturalisme,109
TOTAL_romantisme,romantisme,365
TOTAL_naturalisme,naturalisme,551
TOTAL_lumieres,lumieres,224
