theme,mouvement,count
science_progres,lumieres,24
morale_vertu,lumieres,98
melancolie_spleen,romantisme,115
reve_spiritualite,romantisme,72
violence_sociale,naturalisme,21
corps_physiologie,naturalisme,77
societe_politique,lumieres,38
nature_paysage,romantisme,160
raison_philosophie,lumieres,61
quotidien_objets,naturalisme,101
amour_sentiments,romantisme,165
travail_misere,naturalisme,45
TOTAL_romantisme,romantisme,512
TOTAL_naturalisme,naturalisme,244
TOTAL_lumieres,lumieres,221
