theme,mouvement,count
science_progres,lumieres,160
morale_vertu,lumieres,571
melancolie_spleen,romantisme,495
reve_spiritualite,romantisme,371
violence_sociale,naturalisme,301
corps_physiologie,naturalisme,1099
societe_politique,lumieres,584
nature_paysage,romantisme,464
raison_philosophie,lumieres,430
quotidien_objets,naturalisme,673
amour_sentiments,romantisme,639
travail_misere,naturalisme,399
TOTAL_romantisme,romantisme,1969
TOTAL_naturalisme,naturalisme,2472
TOTAL_lumieres,lumieres,1745
