theme,mouvement,count
science_progres,lumieres,21
morale_vertu,lumieres,89
melancolie_spleen,romantisme,121
reve_spiritualite,romantisme,44
violence_sociale,naturalisme,88
corps_physiologie,naturalisme,147
societe_politique,lumieres,49
nature_paysage,romantisme,173
raison_philosophie,lumieres,37
quotidien_objets,naturalisme,79
amour_sentiments,romantisme,83
travail_misere,naturalisme,70
TOTAL_romantisme,romantisme,421
TOTAL_naturalisme,naturalisme,384
TOTAL_lumieres,lumieres,196
