theme,mouvement,count
science_progres,lumieres,292
morale_vertu,lumieres,1501
melancolie_spleen,romantisme,952
reve_spiritualite,romantisme,629
violence_sociale,naturalisme,522
corps_physiologie,naturalisme,1117
societe_politique,lumieres,656
nature_paysage,romantisme,718
raison_philosophie,lumieres,812
quotidien_objets,naturalisme,793
amour_sentiments,romantisme,1486
travail_misere,naturalisme,611
TOTAL_romantisme,romantisme,3785
TOTAL_naturalisme,naturalisme,3043
TOTAL_lumieres,lumieres,3261
