theme,mouvement,count
science_progres,lumieres,56
morale_vertu,lumieres,146
melancolie_spleen,romantisme,306
reve_spiritualite,romantisme,247
violence_sociale,naturalisme,74
corps_physiologie,naturalisme,396
societe_politique,lumieres,81
nature_paysage,romantisme,680
raison_philosophie,lumieres,60
quotidien_objets,naturalisme,117
amour_sentiments,romantisme,468
travail_misere,naturalisme,103
TOTAL_romantisme,romantisme,1701
TOTAL_naturalisme,naturalisme,690
TOTAL_lumieres,lumieres,343
