theme,mouvement,count
science_progres,lumieres,57
morale_vertu,lumieres,360
melancolie_spleen,romantisme,297
reve_spiritualite,romantisme,183
violence_sociale,naturalisme,115
corps_physiologie,naturalisme,332
societe_politique,lumieres,101
nature_paysage,romantisme,326
raison_philosophie,lumieres,216
quotidien_objets,naturalisme,344
amour_sentiments,romantisme,441
travail_misere,naturalisme,328
TOTAL_romantisme,romantisme,1247
TOTAL_naturalisme,naturalisme,1119
TOTAL_lumieres,lumieres,734
