theme,mouvement,count
science_progres,lumieres,8
morale_vertu,lumieres,40
melancolie_spleen,romantisme,85
reve_spiritualite,romantisme,42
violence_sociale,naturalisme,20
corps_physiologie,naturalisme,108
societe_politique,lumieres,9
nature_paysage,romantisme,112
raison_philosophie,lumieres,14
quotidien_objets,naturalisme,32
amour_sentiments,romantisme,133
travail_misere,naturalisme,36
TOTAL_romantisme,romantisme,372
TOTAL_naturalisme,naturalisme,196
TOTAL_lumieres,lumieres,71
