theme,mouvement,count
science_progres,lumieres,60
morale_vertu,lumieres,212
melancolie_spleen,romantisme,388
reve_spiritualite,romantisme,279
violence_sociale,naturalisme,101
corps_physiologie,naturalisme,567
societe_politique,lumieres,151
nature_paysage,romantisme,715
raison_philosophie,lumieres,172
quotidien_objets,naturalisme,590
amour_sentiments,romantisme,649
travail_misere,naturalisme,272
TOTAL_romantisme,romantisme,2031
TOTAL_naturalisme,naturalisme,1530
TOTAL_lumieres,lumieres,595
