theme,mouvement,count
science_progres,lumieres,142
morale_vertu,lumieres,588
melancolie_spleen,romantisme,404
reve_spiritualite,romantisme,240
violence_sociale,naturalisme,255
corps_physiologie,naturalisme,730
societe_politique,lumieres,384
nature_paysage,romantisme,459
raison_philosophie,lumieres,276
quotidien_objets,naturalisme,510
amour_sentiments,romantisme,518
travail_misere,naturalisme,333
TOTAL_romantisme,romantisme,1621
TOTAL_naturalisme,naturalisme,1828
TOTAL_lumieres,lumieres,1390
