theme,mouvement,count
science_progres,lumieres,113
morale_vertu,lumieres,665
melancolie_spleen,romantisme,457
reve_spiritualite,romantisme,259
violence_sociale,naturalisme,224
corps_physiologie,naturalisme,612
societe_politique,lumieres,277
nature_paysage,romantisme,322
raison_philosophie,lumieres,298
quotidien_objets,naturalisme,704
amour_sentiments,romantisme,659
travail_misere,naturalisme,392
TOTAL_romantisme,romantisme,1697
TOTAL_naturalisme,naturalisme,1932
TOTAL_lumieres,lumieres,1353
