mot;occurrence;frequence
nu;12;0.0003
accord;21;0.0005
surnaturel;10;0.0002
action;13;0.0003
pousser;8;0.0002
œuvre;12;0.0003
rir;12;0.0003
ose;10;0.0002
obscur;17;0.0004
attache;27;0.0006
estime;15;0.0003
rentrer;17;0.0004
opposition;19;0.0004
ingénieux;7;0.0002
rive;13;0.0003
précaution;7;0.0002
ordinairement;15;0.0003
siècle;31;0.0007
projeter;10;0.0002
plan;13;0.0003
figure;8;0.0002
véritable;30;0.0007
aise;6;0.0001
austère;16;0.0004
progression;6;0.0001
effacer;11;0.0003
gouverne;7;0.0002
accorder;17;0.0004
support;6;0.0001
prononcer;8;0.0002
destination;12;0.0003
homme;839;0.0193
aliment;8;0.0002
impérissable;6;0.0001
and;65;0.0015
aspect;13;0.0003
sensibilité;14;0.0003
changement;19;0.0004
taire;9;0.0002
us;9;0.0002
différence;25;0.0006
langue;10;0.0002
manière;147;0.0034
indépender;7;0.0002
espace;16;0.0004
continuer;18;0.0004
déplorer;7;0.0002
justifier;9;0.0002
apparemment;16;0.0004
fragment;17;0.0004
assurer;22;0.0005
nuire;11;0.0003
opprimer;8;0.0002
envoyer;12;0.0003
paix;59;0.0014
frappé;8;0.0002
hier;9;0.0002
étonnement;7;0.0002
ramener;16;0.0004
but;37;0.0009
retenir;38;0.0009
futur;18;0.0004
entier;47;0.0011
boue;6;0.0001
avenir;36;0.0008
agir;45;0.001
cieux;8;0.0002
amer;9;0.0002
résoudre;19;0.0004
étroit;7;0.0002
sinistre;19;0.0004
droite;8;0.0002
if;6;0.0001
aime;6;0.0001
entièrement;16;0.0004
rocher;29;0.0007
fille;21;0.0005
honneur;14;0.0003
mériter;8;0.0002
large;8;0.0002
globe;11;0.0003
extrême;13;0.0003
condamner;17;0.0004
important;19;0.0004
forme;46;0.0011
orageux;10;0.0002
actuel;13;0.0003
at;11;0.0003
difficile;48;0.0011
voisin;13;0.0003
permanence;11;0.0003
christianisme;7;0.0002
dîner;8;0.0002
généralement;7;0.0002
under;6;0.0001
économie;8;0.0002
presque;56;0.0013
joug;6;0.0001
climat;26;0.0006
pittoresque;13;0.0003
caprice;16;0.0004
cent;7;0.0002
surmonter;7;0.0002
tête;37;0.0009
honte;6;0.0001
néant;22;0.0005
mot;51;0.0012
éteindre;22;0.0005
délicieux;8;0.0002
pénétrer;11;0.0003
prospérité;11;0.0003
pouvoir;243;0.0056
party;20;0.0005
raison;90;0.0021
harmonique;7;0.0002
pauvre;20;0.0005
enceint;8;0.0002
rare;18;0.0004
religieux;16;0.0004
abnégation;7;0.0002
user;23;0.0005
multitude;14;0.0003
aimer;235;0.0054
désir;101;0.0023
persuader;20;0.0005
agite;7;0.0002
foule;20;0.0005
mieux;84;0.0019
voile;10;0.0002
choisir;43;0.001
craindre;50;0.0012
doute;56;0.0013
voyant;9;0.0002
dépense;10;0.0002
facilement;11;0.0003
déterminer;10;0.0002
art;14;0.0003
respirer;9;0.0002
fantaisie;14;0.0003
principalement;7;0.0002
ardent;16;0.0004
veux;18;0.0004
vieux;12;0.0003
paragraph;12;0.0003
satisfait;17;0.0004
entreprendre;9;0.0002
mélodie;6;0.0001
couchant;9;0.0002
amusement;7;0.0002
supérieur;16;0.0004
essentiel;19;0.0004
aimable;15;0.0003
répondre;25;0.0006
horde;7;0.0002
considérer;30;0.0007
st.-maurice;8;0.0002
mois;25;0.0006
idéal;13;0.0003
facilité;6;0.0001
esclave;13;0.0003
fonder;13;0.0003
délicatesse;9;0.0002
copie;7;0.0002
aisance;14;0.0003
instinct;18;0.0004
temps;183;0.0042
âme;73;0.0017
funèbre;6;0.0001
not;25;0.0006
couleur;18;0.0004
oubli;33;0.0008
égarer;20;0.0005
admettre;8;0.0002
auteur;16;0.0004
fait;24;0.0006
plaindre;16;0.0004
prolonger;12;0.0003
talent;12;0.0003
notion;6;0.0001
quelquefois;60;0.0014
clarté;7;0.0002
frag;6;0.0001
usage;29;0.0007
intérêt;38;0.0009
payer;10;0.0002
rêver;20;0.0005
différer;8;0.0002
are;15;0.0003
section;8;0.0002
atteindre;27;0.0006
main;26;0.0006
vallon;13;0.0003
repos;52;0.0012
instant;28;0.0006
couper;10;0.0002
maintenir;12;0.0003
fête;6;0.0001
fortement;6;0.0001
monument;15;0.0003
bras;11;0.0003
sensation;36;0.0008
occasion;30;0.0007
mélancolie;10;0.0002
naturel;93;0.0021
écart;9;0.0002
rester;101;0.0023
masse;8;0.0002
séduction;6;0.0001
principe;63;0.0015
rapide;17;0.0004
inconcevable;7;0.0002
informe;6;0.0001
project;25;0.0006
malheur;62;0.0014
passager;7;0.0002
demander;29;0.0007
adopter;8;0.0002
pays;49;0.0011
bien;493;0.0114
lier;18;0.0004
passer;204;0.0047
projet;20;0.0005
brouillard;10;0.0002
sorte;92;0.0021
prétendre;63;0.0015
vaste;34;0.0008
printemps;19;0.0004
fleur;22;0.0005
chemin;15;0.0003
répète;7;0.0002
feuille;14;0.0003
difficulté;8;0.0002
chaîne;26;0.0006
appuyer;6;0.0001
vertueux;9;0.0002
austérité;6;0.0001
fraise;7;0.0002
associated;6;0.0001
cime;17;0.0004
spectacle;8;0.0002
auberge;11;0.0003
trouvai;8;0.0002
imprimer;6;0.0001
indifférence;26;0.0006
extraordinaire;26;0.0006
fort;84;0.0019
penchant;9;0.0002
pont;7;0.0002
passé;7;0.0002
exception;10;0.0002
gagner;13;0.0003
endroit;26;0.0006
rapidement;7;0.0002
estimer;8;0.0002
traîner;11;0.0003
mouvement;66;0.0015
mérite;18;0.0004
faculté;49;0.0011
consacrer;10;0.0002
durée;31;0.0007
exiger;26;0.0006
habituer;9;0.0002
justice;21;0.0005
éclat;12;0.0003
atmosphère;7;0.0002
pudeur;7;0.0002
vis;9;0.0002
fou;6;0.0001
tombe;14;0.0003
rôle;21;0.0005
solennel;9;0.0002
reposer;13;0.0003
guère;23;0.0005
sacrifier;14;0.0003
apprendre;19;0.0004
lentement;7;0.0002
surprise;12;0.0003
imprudence;6;0.0001
relation;8;0.0002
voluptueux;22;0.0005
mousse;7;0.0002
partout;28;0.0006
déranger;10;0.0002
works;19;0.0004
mystérieux;18;0.0004
cause;37;0.0009
circonstance;40;0.0009
service;8;0.0002
davantage;54;0.0012
regret;31;0.0007
généreux;9;0.0002
mobile;23;0.0005
etc;26;0.0006
comprendre;12;0.0003
ordre;133;0.0031
image;11;0.0003
without;8;0.0002
distraction;8;0.0002
distinguer;7;0.0002
septembre;11;0.0003
ensemble;45;0.001
situation;36;0.0008
tromper;57;0.0013
épuiser;13;0.0003
avantage;29;0.0007
ténébreux;12;0.0003
supprimer;6;0.0001
impossible;28;0.0006
considérable;9;0.0002
pur;30;0.0007
jamais;139;0.0032
certainement;7;0.0002
allumer;8;0.0002
opinion;40;0.0009
placer;28;0.0006
presser;9;0.0002
espèce;21;0.0005
perte;23;0.0005
observer;27;0.0006
supporter;13;0.0003
affermir;6;0.0001
coupable;8;0.0002
émouvoir;7;0.0002
commun;25;0.0006
sensible;20;0.0005
