theme,mouvement,count
science_progres,lumieres,88
morale_vertu,lumieres,179
melancolie_spleen,romantisme,350
reve_spiritualite,romantisme,273
violence_sociale,naturalisme,90
corps_physiologie,naturalisme,432
societe_politique,lumieres,161
nature_paysage,romantisme,707
raison_philosophie,lumieres,154
quotidien_objets,naturalisme,126
amour_sentiments,romantisme,539
travail_misere,naturalisme,118
TOTAL_romantisme,romantisme,1869
TOTAL_naturalisme,naturalisme,766
TOTAL_lumieres,lumieres,582
