theme,mouvement,count
science_progres,lumieres,103
morale_vertu,lumieres,262
melancolie_spleen,romantisme,370
reve_spiritualite,romantisme,184
violence_sociale,naturalisme,138
corps_physiologie,naturalisme,212
societe_politique,lumieres,211
nature_paysage,romantisme,138
raison_philosophie,lumieres,232
quotidien_objets,naturalisme,108
amour_sentiments,romantisme,560
travail_misere,naturalisme,163
TOTAL_romantisme,romantisme,1252
TOTAL_naturalisme,naturalisme,621
TOTAL_lumieres,lumieres,808
