theme,mouvement,count
science_progres,lumieres,269
morale_vertu,lumieres,1083
melancolie_spleen,romantisme,500
reve_spiritualite,romantisme,553
violence_sociale,naturalisme,419
corps_physiologie,naturalisme,468
societe_politique,lumieres,1348
nature_paysage,romantisme,570
raison_philosophie,lumieres,689
quotidien_objets,naturalisme,342
amour_sentiments,romantisme,1023
travail_misere,naturalisme,441
TOTAL_romantisme,romantisme,2646
TOTAL_naturalisme,naturalisme,1670
TOTAL_lumieres,lumieres,3389
