theme,mouvement,count
science_progres,lumieres,0
morale_vertu,lumieres,0
melancolie_spleen,romantisme,0
reve_spiritualite,romantisme,0
violence_sociale,naturalisme,0
corps_physiologie,naturalisme,0
societe_politique,lumieres,0
nature_paysage,romantisme,0
raison_philosophie,lumieres,0
quotidien_objets,naturalisme,1
amour_sentiments,romantisme,0
travail_misere,naturalisme,0
TOTAL_romantisme,romantisme,0
TOTAL_naturalisme,naturalisme,1
TOTAL_lumieres,lumieres,0
