theme,mouvement,count
science_progres,lumieres,114
morale_vertu,lumieres,873
melancolie_spleen,romantisme,439
reve_spiritualite,romantisme,261
violence_sociale,naturalisme,264
corps_physiologie,naturalisme,765
societe_politique,lumieres,378
nature_paysage,romantisme,183
raison_philosophie,lumieres,415
quotidien_objets,naturalisme,780
amour_sentiments,romantisme,858
travail_misere,naturalisme,486
TOTAL_romantisme,romantisme,1741
TOTAL_naturalisme,naturalisme,2295
TOTAL_lumieres,lumieres,1780
